Participant,List,Trial,Condition,Event Category,Event Type,Layer,Hotspot,Trial Start,Elapsed,X,Y,Browser,Version,OS,image-left,image-right,audio
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7031.999957162043,502,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7044.500163542834,501,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7057.100325166917,500,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7068.999907630641,498,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7081.100293038442,497,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7090.699991030793,490,359,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7094.000320392253,494,356,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7117.500065818749,486,360,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7130.200182686065,484,361,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7142.100211378565,480,363,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7154.400061044085,477,364,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7166.599955466372,474,367,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7179.300072333688,469,368,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7191.599921999208,465,368,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7203.700307407009,461,369,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7215.900201829267,458,371,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7228.200051494816,450,372,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7240.499901160336,441,373,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7252.600286568108,432,375,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7264.700225747132,422,377,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7277.100030655914,414,379,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7289.400326550211,408,380,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7301.800131458993,400,381,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7315.000024542591,390,383,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7327.0999637216155,381,384,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7339.099947657378,372,387,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7351.20033306515,361,388,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7363.4002274874365,354,389,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7376.500165327772,349,389,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7388.4001940202725,342,391,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7399.600089781219,334,391,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7411.899939446768,325,392,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7424.100280097802,316,392,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7436.200219276827,309,392,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7448.300158455822,300,392,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7457.000259258901,284,392,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7460.6000081213715,293,392,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7485.30010892445,272,392,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7497.59995858997,262,388,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7509.800299241004,254,387,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7522.000193663291,248,385,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7534.300043328811,244,383,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7546.800249709631,238,381,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7559.000144131889,236,380,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7571.499904283934,232,379,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,7583.900155421492,229,379,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7596.500317045546,226,376,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7608.800166711066,222,375,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7620.600240160333,218,371,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7629.199939491373,209,367,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7632.8001345825905,213,368,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7656.500236724358,204,364,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7668.800086389878,200,361,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7681.099936055427,192,359,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7693.800052922743,189,356,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7705.700081615243,185,356,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7717.89997603753,181,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7730.300227175059,177,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7754.899926506128,176,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,7767.2002224004245,174,355,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,8538.800260419113,177,351,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,8551.100110084633,185,340,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-left,,1551258051040.3835,8563.30000450692,212,323,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8575.499898929178,260,300,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8587.700239580212,321,276,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8600.39991021878,396,253,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8612.600250869814,481,240,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8624.600234805577,557,233,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8636.900084471097,636,233,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8649.199934136646,701,233,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8661.600185274175,748,235,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8673.999990182957,786,237,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8686.099929361982,809,239,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8695.999940651585,837,239,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8698.50018049954,825,239,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8722.100327398046,841,239,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8734.60008755009,846,239,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8746.799981972348,852,240,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8760.100276527955,860,241,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8771.400127532193,866,245,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8783.900333912985,877,247,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8796.500049308291,886,249,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8808.400078000791,896,252,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8820.80032913835,906,255,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8833.10017880387,916,256,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
