e_bread_d1.wav,1.844989
e_bread_d2.wav,0.461814
e_bread_f1.wav,1.075669
e_bread_f2.wav,0.461814
e_brush_d1.wav,1.843401
e_brush_d2.wav,0.504195
e_brush_f1.wav,1.058277
e_brush_f2.wav,0.504195
e_corn_d1.wav,1.709048
e_corn_d2.wav,0.453946
e_corn_f1.wav,0.906327
e_corn_f2.wav,0.453946
e_couch_d1.wav,1.746122
e_couch_d2.wav,0.59458
e_couch_f1.wav,0.945737
e_couch_f2.wav,0.59458
e_envelope_d1.wav,1.766803
e_envelope_d2.wav,0.688299
e_envelope_f1.wav,0.937143
e_envelope_f2.wav,0.688299
e_flower_d1.wav,1.906236
e_flower_d2.wav,0.507823
e_flower_f1.wav,1.050522
e_flower_f2.wav,0.507823
e_fork_d1.wav,1.77576
e_fork_d2.wav,0.57678
e_fork_f1.wav,0.909932
e_fork_f2.wav,0.57678
e_grapes_d1.wav,1.796553
e_grapes_d2.wav,0.587302
e_grapes_f1.wav,0.952222
e_grapes_f2.wav,0.587302
e_guitar_d1.wav,1.696304
e_guitar_d2.wav,0.698912
e_guitar_f1.wav,0.796667
e_guitar_f2.wav,0.698912
e_hanger_d1.wav,1.764989
e_hanger_d2.wav,0.546395
e_hanger_f1.wav,0.931406
e_hanger_f2.wav,0.546395
e_lamp_d1.wav,1.974422
e_lamp_d2.wav,0.493152
e_lamp_f1.wav,1.136621
e_lamp_f2.wav,0.493152
e_leaf_d1.wav,1.86737
e_leaf_d2.wav,0.527664
e_leaf_f1.wav,1.035714
e_leaf_f2.wav,0.527664
e_peanut_d1.wav,1.811111
e_peanut_d2.wav,0.570045
e_peanut_f1.wav,1.107075
e_peanut_f2.wav,0.570045
e_plug_d1.wav,1.822245
e_plug_d2.wav,0.414444
e_plug_f1.wav,1.05288
e_plug_f2.wav,0.414444
e_sock_d1.wav,1.779229
e_sock_d2.wav,0.519161
e_sock_f1.wav,0.915397
e_sock_f2.wav,0.519161
e_squirrel_d1.wav,1.754603
e_squirrel_d2.wav,0.652268
e_squirrel_f1.wav,0.871429
e_squirrel_f2.wav,0.652268
e_toothbrush_d1.wav,1.74542
e_toothbrush_d2.wav,0.776304
e_toothbrush_f1.wav,0.942358
e_toothbrush_f2.wav,0.776304
e_umbrella_d1.wav,1.69093
e_umbrella_d2.wav,0.600998
e_umbrella_f1.wav,0.898322
e_umbrella_f2.wav,0.600998
e_watch_d1.wav,1.82059
e_watch_d2.wav,0.670317
e_watch_f1.wav,0.968095
e_watch_f2.wav,0.670317
e_window_d1.wav,1.819206
e_window_d2.wav,0.507302
e_window_f1.wav,0.967528
e_window_f2.wav,0.507302
f_anchor_1.wav,1.048571
f_anchor_2.wav,0.49254
f_artichoke_1.wav,1.019524
f_artichoke_2.wav,0.759864
f_asparagus_1.wav,1.801973
f_asparagus_2.wav,1.013129
f_axe_1.wav,1.279977
f_axe_2.wav,0.53712
f_babycarriage_1.wav,1.752698
f_babycarriage_2.wav,1.42034
f_balloon_1.wav,1.557347
f_balloon_2.wav,0.590249
f_barn_1.wav,1.072404
f_barn_2.wav,0.633968
f_barrel_1.wav,1.070068
f_barrel_2.wav,0.551746
f_basket_1.wav,2.591361
f_basket_2.wav,0.621247
f_bell_1.wav,1.147392
f_bell_2.wav,0.493628
f_bow_1.wav,1.245805
f_bow_2.wav,0.379864
f_cannon_1.wav,1.068254
f_cannon_2.wav,0.499751
f_caterpillar_1.wav,2.27229
f_caterpillar_2.wav,0.668776
f_chisel_1.wav,1.134444
f_chisel_2.wav,0.502744
f_clothespeg_1.wav,1.830794
f_clothespeg_2.wav,1.061701
f_frenchhorn_1.wav,1.090023
f_frenchhorn_2.wav,0.80229
f_giraffe_1.wav,1.036463
f_giraffe_2.wav,0.667596
f_grasshopper_1.wav,1.968571
f_grasshopper_2.wav,0.731882
f_gun_1.wav,2.340476
f_gun_2.wav,0.506803
f_harp_1.wav,1.088118
f_harp_2.wav,0.527438
f_helicopter_1.wav,1.540068
f_helicopter_2.wav,1.112925
f_kangaroo_1.wav,2.091497
f_kangaroo_2.wav,0.784626
f_kettle_1.wav,1.012676
f_kettle_2.wav,0.421202
f_lobster_1.wav,1.985828
f_lobster_2.wav,0.6478
f_mushroom_1.wav,1.816327
f_mushroom_2.wav,0.803878
f_ostrich_1.wav,1.129048
f_ostrich_2.wav,0.619252
f_peach_1.wav,0.948798
f_peach_2.wav,0.524467
f_pineapple_1.wav,1.845034
f_pineapple_2.wav,0.736621
f_rollerskate_1.wav,2.208435
f_rollerskate_2.wav,0.958027
f_rollingpin_1.wav,1.040612
f_rollingpin_2.wav,0.771542
f_rooster_1.wav,1.408118
f_rooster_2.wav,0.584467
f_saw_1.wav,2.154014
f_saw_2.wav,0.383583
f_seahorse_1.wav,1.134331
f_seahorse_2.wav,0.819728
f_top_1.wav,1.144535
f_top_2.wav,0.539138
f_trumpet_1.wav,1.049048
f_trumpet_2.wav,0.800862
f_turtle_1.wav,1.672834
f_turtle_2.wav,0.718753
f_vase_1.wav,2.220181
f_vase_2.wav,0.601134
f_wateringcan_1.wav,1.16127
f_wateringcan_2.wav,1.050476
f_whistle_1.wav,1.428027
f_whistle_2.wav,0.514989
f_windmill_1.wav,1.241859
f_windmill_2.wav,0.686463
p1.wav,1.975624
p2.wav,1.975624
p3.wav,1.984603
p4.wav,2.11034
p5.wav,2.419615
