Participant,List,Trial,Condition,Event Category,Event Type,Layer,Hotspot,Trial Start,Elapsed,X,Y,Browser,Version,OS,image-left,image-right,audio
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,2895.869999999937,804,380,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,2918.1399999999994,855,382,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,2932.7349999999715,874,381,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,2954.8899999999703,887,381,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,2969.429999999993,891,380,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,2984.069999999978,895,380,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,2998.859999999928,899,379,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,3006.5099999999366,900,379,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,3035.674999999974,903,379,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,3050.1749999999593,907,376,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,3064.8399999999965,910,375,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,3079.439999999973,913,375,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,3130.850000000006,908,375,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-right,,1549630097143.73,3145.564999999915,811,386,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
